Type,Price,Bedrooms,Bathrooms,Area,Furnished,Level,Compound,Payment_Option,Delivery_Date,Delivery_Term,City
Chalet,3600000,2,2,112.0,No,1,Telal North Coast,Installment,2026,Finished,North Coast
Chalet,5150000,3,4,240.0,Yes,1,Hacienda Bay,Cash,2024,Finished,North Coast
Chalet,5500000,3,3,550.0,Yes,1,Hacienda Bay,Cash,2024,Finished,North Coast
Chalet,3370000,2,1,85.0,No,1,Mountain View North Coast,Installment,2026,Finished,North Coast
Twin house,3357178,3,3,311.0,No,1,Mousa Coast,Cash or Installment,2024,Finished,Ras Sedr
Chalet,4000000,3,2,113.0,Yes,1,Mountain View North Coast,Cash,2024,Finished,North Coast
Chalet,7000000,4,4,270.0,Yes,2,Seashell,Cash or Installment,2024,Finished,North Coast
Chalet,2300000,2,1,100.0,No,7,North Edge Towers,Cash or Installment,2025,Finished,North Coast
Penthouse,405000,2,2,92.0,No,2,Mountain View North Coast,Cash or Installment,2025,Finished,North Coast
Penthouse,578333,2,2,92.0,No,2,Mountain View North Coast,Cash or Installment,2025,Finished,North Coast
Town House,1200000,3,3,155.0,No,1,Mountain View North Coast,Cash or Installment,2025,Semi Finished,North Coast
Chalet,636261,2,2,92.0,No,1,Mountain View North Coast,Cash or Installment,2025,Finished,North Coast
Standalone Villa,1650000,3,3,210.0,No,1,Mountain View North Coast,Cash or Installment,2025,Semi Finished,North Coast
Duplex,4500000,4,2,600.0,Yes,1,Marina 4,Cash or Installment,2024,Finished,North Coast
Chalet,4000000,4,3,165.0,Yes,1,Marina 4,Cash or Installment,2024,Finished,North Coast
Chalet,3500000,3,2,130.0,Yes,1,Marina 4,Cash or Installment,2024,Finished,North Coast
Chalet,1200000,2,1,95.0,Yes,1,Laserina Oyoun Mousa,Cash or Installment,2025,Finished,Ras Sedr
Chalet,650000,3,2,110.0,No,1,Paradise Ras Sedr,Cash,2024,Finished,Ras Sedr
Chalet,770000,3,2,110.0,No,1,Laserina Oyoun Mousa,Cash,2024,Finished,Ras Sedr
Chalet,710000,3,2,110.0,No,2,Laserina Oyoun Mousa,Cash,2024,Finished,Ras Sedr
Chalet,660000,2,1,80.0,No,2,Laserina Oyoun Mousa,Cash or Installment,2024,Finished,Ras Sedr
Chalet,1320000,3,2,120.0,No,1,Laserina Oyoun Mousa,Cash or Installment,2025,Finished,Ras Sedr
Chalet,3250000,4,4,170.0,Yes,1,Zomoroda,Cash,2024,Finished,North Coast
Chalet,360000,1,1,40.0,No,1,Makadi Heights,Cash,2024,Finished,Hurghada
Chalet,7000000,2,2,116.0,No,1,Marassi,Cash,2024,Finished,North Coast
Chalet,3600000,3,3,132.0,No,1,Mountain View North Coast,Installment,2025,Finished,North Coast
Town House,5500000,4,4,169.0,No,1,Gaia,Installment,2025,Finished,North Coast
Duplex,6500000,4,5,440.0,No,1,Seashell,Cash,2024,Semi Finished,North Coast
Chalet,1100000,3,2,105.0,No,1,Laserina Oyoun Mousa,Cash or Installment,2025,Finished,Ras Sedr
Penthouse,3100000,2,1,115.0,No,12,Amwaj,Cash,2024,Finished,North Coast
Chalet,3760000,3,3,120.0,No,1,Sea View,Installment,2024,Finished,North Coast
Chalet,2300000,2,2,121.0,Yes,1,Jebal,Cash or Installment,2025,Finished,New Cairo - El Tagamoa
Chalet,6200000,3,2,156.0,No,1,Smeralda Bay,Cash or Installment,2023,Finished,North Coast
Chalet,500000,3,2,100.0,Yes,1,Cecilia Lagoons,Cash or Installment,2024,Finished,North Coast
Chalet,2275000,3,2,144.0,No,1,Amwaj,Cash or Installment,2024,Finished,North Coast
Chalet,300000,2,1,92.0,No,1,Mountain View North Coast,Cash or Installment,2025,Finished,North Coast
Chalet,6000000,4,4,200.0,No,1,Mountain View North Coast,Cash,2024,Not Finished,North Coast
Chalet,5500000,4,5,235.0,No,1,Hacienda Bay,Cash,2024,Finished,North Coast
Chalet,540000,3,2,125.0,No,1,Bianchi,Cash or Installment,2026,Finished,North Coast
Twin house,5200000,3,3,163.0,No,1,Jefaira,Installment,2025,Finished,North Coast
Chalet,2780000,2,2,93.0,No,1,Bianchi,Cash or Installment,2026,Finished,North Coast
Chalet,2700000,3,2,112.0,No,1,Jefaira,Installment,2025,Finished,North Coast
Town House,4100000,3,3,160.0,No,1,Jefaira,Installment,2025,Finished,North Coast
Chalet,2000000,2,2,89.0,No,1,Jefaira,Installment,2025,Finished,North Coast
Chalet,2600000,2,1,90.0,Yes,2,Telal Sokhna,Cash,2024,Finished,Ain Sukhna
Duplex,4100000,4,2,180.0,Yes,12,Amwaj,Cash,2024,Finished,North Coast
Chalet,748575,1,1,50.0,No,2,Crystal Lagoon,Cash or Installment,2024,Finished,North Coast
Chalet,450000,1,2,59.0,No,9,Porto Golf Marina,Cash,2024,Finished,Marsa Matrouh
Chalet,270000,3,2,110.0,No,1,Mountain View North Coast,Cash or Installment,2025,Finished,North Coast
Penthouse,3300000,3,3,137.0,No,1,Telal Sokhna,Cash,2024,Finished,Ain Sukhna
Chalet,3250000,3,2,110.0,No,1,Telal Sokhna,Cash,2024,Finished,Ain Sukhna
Chalet,300000,2,2,93.0,No,1,Bianchi,Installment,2025,Finished,North Coast
Chalet,2780000,2,2,94.0,No,2,Bianchi,Installment,2025,Finished,North Coast
Chalet,3000000,3,2,170.0,No,2,Fouka Bay,Cash or Installment,2024,Finished,North Coast
Twin house,20000000,5,4,470.0,No,1,Marassi,Installment,2024,Finished,North Coast
Chalet,2100000,3,2,96.0,Yes,1,Sand Beach,Cash or Installment,2025,Finished,North Coast
Chalet,2800000,2,2,94.0,No,2,Bianchi,Installment,2025,Finished,North Coast
Chalet,1500000,2,2,100.0,Yes,8,Porto Sokhna,Cash,2024,Finished,Ain Sukhna
Twin house,15500000,4,4,320.0,No,1,Marassi,Cash,2024,Finished,North Coast
Chalet,800000,2,1,70.0,Yes,2,Bellagio,Cash,2024,Finished,Ain Sukhna
Chalet,1950000,1,1,65.0,No,2,Mountain View North Coast,Installment,2026,Finished,North Coast
Town House,4931760,4,3,210.0,No,1,Sand Beach,Cash or Installment,2025,Finished,North Coast
Chalet,4500000,3,2,140.0,No,1,La Vista Bay North Coast,Cash,2024,Finished,North Coast
Chalet,250000,3,2,110.0,No,1,Mountain View North Coast,Cash or Installment,2025,Finished,North Coast
Chalet,3550000,2,2,92.0,No,1,Mountain View North Coast,Installment,2025,Finished,North Coast
Standalone Villa,10000000,5,6,300.0,No,1,Marina 6,Cash,2024,Finished,North Coast
Chalet,5500000,1,1,80.0,Yes,2,Marassi,Cash,2024,Finished,North Coast
Penthouse,3300000,4,3,165.0,Yes,12,La Vista 3,Cash,2024,Finished,Ain Sukhna
Chalet,5600000,3,3,190.0,Yes,2,La Vista 1,Cash,2024,Finished,Ain Sukhna
Chalet,6800000,3,2,140.0,Yes,3,Marassi,Cash,2024,Finished,North Coast
Chalet,1825000,2,2,95.0,No,2,Jebal,Cash or Installment,2025,Finished,Ain Sukhna
Chalet,1060000,2,1,90.0,No,2,Laserina Oyoun Mousa,Cash or Installment,2025,Finished,Ras Sedr
Standalone Villa,3300000,4,2,150.0,No,1,Laserina Oyoun Mousa,Cash or Installment,2025,Finished,Ras Sedr
Chalet,1400000,3,2,120.0,No,2,Laserina Oyoun Mousa,Cash or Installment,2025,Finished,Ras Sedr
Chalet,1180000,2,1,95.0,Yes,2,Laserina Oyoun Mousa,Cash or Installment,2025,Finished,Ras Sedr
Chalet,1100000,2,1,95.0,Yes,1,Laserina Oyoun Mousa,Cash or Installment,2025,Finished,Ras Sedr
Chalet,3025000,4,2,150.0,No,1,Laserina Oyoun Mousa,Cash or Installment,2024,Finished,Ras Sedr
Chalet,1275000,3,2,105.0,No,2,Laserina Oyoun Mousa,Cash or Installment,2025,Finished,Ras Sedr
Chalet,1092000,3,2,105.0,No,1,Laserina Oyoun Mousa,Cash or Installment,2025,Finished,Ras Sedr
Chalet,1260000,3,2,105.0,No,1,Laserina Oyoun Mousa,Cash or Installment,2025,Finished,Ras Sedr
Chalet,880000,2,1,90.0,No,2,Laserina Oyoun Mousa,Cash or Installment,2025,Finished,Ras Sedr
Chalet,835000,2,1,90.0,No,1,Laserina Oyoun Mousa,Cash or Installment,2025,Finished,Ras Sedr
Chalet,1070000,2,1,80.0,Yes,1,Laserina Oyoun Mousa,Cash or Installment,2025,Finished,Ras Sedr
Chalet,2800000,3,2,120.0,Yes,2,Marina 4,Cash,2024,Finished,North Coast
Chalet,6500000,3,4,235.0,Yes,1,Hacienda Bay,Cash,2024,Finished,North Coast
Chalet,7000000,3,4,275.0,No,1,Hacienda Bay,Cash,2024,Finished,North Coast
Twin house,3000000,3,3,192.0,No,1,Golf Porto Marina,Installment,2024,Semi Finished,North Coast
Chalet,3000000,2,2,110.0,Yes,1,Amwaj,Cash,2024,Finished,North Coast
Chalet,1600000,2,2,120.0,Yes,1,Porto Golf Marina,Cash,2024,Finished,North Coast
Standalone Villa,24750000,5,5,511.0,No,1,Marassi,Cash,2024,Finished,North Coast
Chalet,220000,2,1,85.0,No,2,Mountain View North Coast,Cash or Installment,2025,Finished,North Coast
Chalet,3250000,2,2,110.0,No,3,Telal Sokhna,Cash,2024,Finished,Ain Sukhna
Chalet,596000,3,2,120.0,No,2,Blue Blue,Cash or Installment,2024,Finished,Ain Sukhna
Penthouse,9500000,3,3,231.0,Yes,1,Marassi,Cash,2024,Finished,North Coast
Chalet,5637500,1,1,75.0,Yes,1,Marassi,Cash,2024,Finished,North Coast
Chalet,2300000,2,2,92.0,No,1,Mountain View North Coast,Installment,2025,Finished,North Coast
Chalet,950000,2,1,90.0,Yes,2,Empire,Cash,2024,Finished,Ain Sukhna
Duplex,950000,1,1,45.0,Yes,2,Sand Beach,Cash or Installment,2025,Finished,North Coast
Chalet,3100000,3,2,140.0,No,1,Azha,Cash,2024,Finished,Ain Sukhna
Chalet,3850000,2,2,100.0,No,1,Fouka Bay,Cash or Installment,2026,Finished,North Coast
Chalet,3050000,2,2,90.0,No,1,Majada,Cash or Installment,2025,Not Finished,Ain Sukhna
Chalet,4100000,2,3,125.0,No,1,Majada,Cash or Installment,2025,Not Finished,Ain Sukhna
Chalet,2750000,2,2,102.0,No,1,Majada,Cash or Installment,2025,Not Finished,Ain Sukhna
Chalet,2000000,3,2,120.0,Yes,1,Lasirena North Coast,Cash,2024,Finished,North Coast
Penthouse,2100000,3,2,120.0,No,2,Lasirena North Coast,Cash or Installment,2024,Finished,North Coast
Chalet,2200000,3,2,120.0,No,1,Lasirena North Coast,Cash,2024,Finished,North Coast
Twin house,3700000,3,3,140.0,No,1,Telal Sokhna,Cash,2024,Finished,Ain Sukhna
Chalet,4340000,3,3,145.0,No,1,Sea View,Installment,2024,Finished,North Coast
Duplex,5200000,3,3,180.0,Yes,1,Amwaj,Cash,2024,Finished,North Coast
Chalet,300000,1,1,55.0,Yes,2,Marseilia Beach 1,Cash,2024,Not Finished,North Coast
Standalone Villa,2626000,3,3,584.0,No,1,Mountain View North Coast,Cash or Installment,2025,Finished,North Coast
Chalet,4000000,2,2,120.0,No,1,June Sodic,Installment,2025,Finished,North Coast
Penthouse,4500000,3,2,150.0,No,3,La Vista Bay North Coast,Cash,2024,Finished,North Coast
Chalet,360000,1,1,42.0,No,1,Ein Hills,Cash or Installment,2024,Finished,Ain Sukhna
Chalet,3130000,3,2,120.0,No,1,Sea View,Installment,2024,Finished,North Coast
Chalet,1800000,2,2,85.0,No,1,Sea View,Installment,2024,Finished,North Coast
Chalet,2270000,2,2,115.0,No,1,Lasirena Sokhna,Cash or Installment,2024,Finished,Ain Sukhna
Chalet,2400000,3,2,154.0,Yes,1,Mena 4,Cash,2024,Finished,North Coast
Chalet,5125000,2,2,97.0,No,4,Marassi,Cash,2024,Finished,North Coast
Chalet,2060000,3,2,125.0,No,1,Mountain View North Coast,Cash or Installment,2025,Finished,North Coast
Chalet,1200000,2,2,80.0,Yes,3,Golf Porto Marina,Cash,2024,Finished,North Coast
Chalet,7000000,3,3,195.0,No,2,Marassi,Cash,2024,Finished,North Coast
Chalet,675000,3,2,150.0,No,1,La Vista Topaz of Ain Sokhna,Cash or Installment,2024,Finished,Ain Sukhna
Chalet,5500000,3,2,150.0,No,1,La Vista Bay East,Cash,2024,Finished,North Coast
Chalet,2424000,3,2,105.0,No,1,Sea View,Installment,2024,Finished,North Coast
Chalet,260000,3,2,110.0,No,1,Mountain View North Coast,Cash or Installment,2025,Finished,Heliopolis
Chalet,3100000,3,2,120.0,Yes,1,La Vista 6,Cash,2024,Finished,Ain Sukhna
Chalet,2000000,3,2,150.0,No,1,La Jolie Marina,Cash,2024,Finished,Ain Sukhna
Chalet,4300000,3,2,135.0,Yes,1,Marina 6,Cash or Installment,2024,Finished,North Coast
Town House,600000,3,2,170.0,No,1,Mountain View North Coast,Cash or Installment,2025,Finished,North Coast
Town House,3801100,3,3,146.0,No,1,Azha,Cash or Installment,2024,Finished,Ain Sukhna
Chalet,270000,3,2,110.0,No,1,Mountain View North Coast,Cash or Installment,2026,Finished,Agami
Chalet,3400000,2,2,95.0,No,2,Telal North Coast,Installment,2026,Finished,North Coast
Chalet,2300000,2,1,100.0,No,1,Blue Blue,Installment,2024,Finished,Ain Sukhna
Chalet,2600000,2,2,95.0,No,1,Bianchi,Installment,2025,Finished,North Coast
Chalet,4200000,3,2,150.0,No,1,La Vista Bay North Coast,Cash or Installment,2024,Finished,North Coast
Chalet,4300000,4,2,150.0,No,1,La Sirena Resort,Cash or Installment,2024,Finished,Dabaa
Chalet,2200000,3,1,110.0,No,1,IL Monte Galala,Cash or Installment,2024,Finished,Ain Sukhna
Chalet,2067100,2,1,95.0,No,2,IL Monte Galala,Installment,2024,Finished,Ain Sukhna
Chalet,1000000,2,2,100.0,Yes,1,Porto Sokhna,Cash,2024,Finished,Ain Sukhna
Chalet,5029900,2,2,100.0,No,5,The Gate,Cash or Installment,2024,Finished,North Coast
Chalet,2200108,3,1,110.0,No,1,IL Monte Galala,Cash or Installment,2024,Finished,Ain Sukhna
Chalet,270000,1,1,67.0,Yes,1,Mousa Coast,Cash or Installment,2024,Finished,Ras Sedr
Chalet,1500000,2,2,80.0,Yes,1,Golf Porto Marina,Cash or Installment,2024,Finished,North Coast
Twin house,7750000,4,5,242.0,No,1,Gaia,Cash or Installment,2023,Finished,North Coast
Twin house,7200000,4,4,260.0,Yes,1,Amwaj,Cash,2024,Finished,North Coast
Twin house,7500000,4,4,260.0,Yes,1,Amwaj,Cash,2024,Finished,North Coast
Duplex,4300000,4,3,165.0,Yes,1,Marina 4,Cash,2024,Finished,North Coast
Chalet,1100000,2,2,100.0,No,1,Porto Sokhna,Cash,2024,Finished,Ain Sukhna
Chalet,1850000,3,2,156.0,Yes,3,Marina Sunshine,Cash,2024,Finished,North Coast
Chalet,1950000,2,2,100.0,Yes,1,Aroma Residence,Cash,2024,Finished,Ain Sukhna
Chalet,1100000,2,2,125.0,Yes,1,Hanging Gardens Porto Sokhna,Cash,2024,Finished,Nasr City
Chalet,5950000,4,3,180.0,No,1,La Vista Topaz of Ain Sokhna,Cash or Installment,2025,Finished,Ain Sukhna
Chalet,3492000,2,2,115.0,No,1,Amwaj,Cash or Installment,2024,Semi Finished,North Coast
Chalet,7440000,4,3,215.0,No,1,Hacienda West,Cash or Installment,2024,Finished,North Coast
Chalet,2262000,2,2,72.0,No,1,Sea View,Installment,2024,Finished,North Coast
Chalet,1200000,2,2,100.0,Yes,2,Porto Sokhna,Cash,2024,Finished,Almazah
Chalet,350000,3,2,125.0,No,1,Mountain View North Coast,Installment,2026,Finished,North Coast
Town House,6700000,4,3,225.0,No,1,Bianchi,Cash or Installment,2025,Finished,North Coast
Chalet,850000,2,1,76.0,No,2,Coronado Marina,Cash,2024,Finished,Ain Sukhna
Chalet,6000000,3,2,195.0,No,1,Mazarine,Installment,2024,Finished,North Coast
Penthouse,1000000,2,2,92.0,No,2,Mountain View North Coast,Cash or Installment,2025,Finished,North Coast
Town House,5350000,5,4,502.0,No,1,Hacienda Bay,Cash,2024,Semi Finished,North Coast
Chalet,7700000,2,2,115.0,No,1,Marassi,Cash,2024,Finished,North Coast
Chalet,685000,1,2,62.0,Yes,2,Porto Sokhna,Cash,2024,Finished,Ain Sukhna
Chalet,780000,2,1,75.0,Yes,1,Bellagio,Cash,2024,Finished,Ain Sukhna
Chalet,1900000,2,2,120.0,No,1,Laguna bay,Cash,2024,Finished,Ain Sukhna
Chalet,6000000,2,2,106.0,Yes,1,Almaza Bay,Cash,2024,Finished,North Coast
Chalet,937500,3,2,150.0,No,1,La Vista Ras El Hikma,Cash or Installment,2025,Finished,North Coast
Chalet,4000000,3,2,145.0,Yes,1,Amwaj,Cash,2024,Finished,North Coast
Duplex,4300000,3,1,190.0,Yes,1,Amwaj,Cash,2024,Finished,North Coast
Penthouse,3250000,3,2,140.0,No,2,Amwaj,Cash,2024,Finished,North Coast
Chalet,200000,3,2,100.0,No,1,Tavira,Installment,2023,Finished,Ras Sedr
Chalet,2500000,2,1,108.0,Yes,1,Amwaj,Cash,2024,Finished,North Coast
Chalet,1450000,2,2,68.0,No,3,Golf Porto Marina,Installment,2024,Semi Finished,North Coast
Duplex,1200000,3,3,220.0,No,2,Mousa Coast,Cash,2024,Finished,Ras Sedr
Duplex,5500000,3,1,190.0,Yes,2,Amwaj,Cash,2024,Finished,North Coast
Penthouse,3500000,4,2,140.0,Yes,2,La Vista 5,Cash,2024,Finished,Ain Sukhna
Standalone Villa,13000000,4,3,300.0,Yes,1,Amwaj,Cash,2024,Finished,North Coast
Penthouse,3300000,3,2,150.0,Yes,2,Amwaj,Cash,2024,Finished,North Coast
Standalone Villa,13000000,4,5,275.0,Yes,1,Amwaj,Cash,2024,Finished,North Coast
Chalet,5081989,1,1,66.0,No,3,Marassi,Installment,2025,Finished,North Coast
Penthouse,2411500,3,2,145.0,No,3,Amwaj,Cash or Installment,2024,Finished,North Coast
Chalet,2500000,2,1,115.0,Yes,1,Amwaj,Cash,2024,Finished,North Coast
Chalet,1400000,3,2,120.0,No,4,Stella Heights,Cash,2024,Not Finished,North Coast
Chalet,2200000,3,2,120.0,Yes,1,Sea View,Cash or Installment,2024,Finished,North Coast
Chalet,1550000,3,2,120.0,No,3,Stella Heights,Cash,2024,Finished,North Coast
Chalet,840000,1,1,60.0,Yes,1,Montazah,Cash or Installment,2023,Finished,Sharm al-Sheikh
Chalet,3100000,3,2,240.0,Yes,2,La Vista 3,Cash,2024,Finished,Ain Sukhna
Chalet,2000000,2,2,110.0,No,1,Blumar North Coast,Cash,2024,Finished,North Coast
Penthouse,3300000,3,2,130.0,Yes,2,Amwaj,Cash,2024,Finished,North Coast
Chalet,400000,2,1,80.0,No,2,Marseilia Beach 2,Cash,2024,Finished,North Coast
Chalet,400000,2,1,75.0,No,3,Marseilia Beach 1,Cash,2024,Finished,North Coast
Chalet,1300000,2,1,90.0,Yes,2,Blue Valley,Cash,2024,Finished,North Coast
Chalet,1300000,2,1,90.0,Yes,2,Blue Valley,Cash or Installment,2024,Finished,North Coast
Chalet,1300000,2,1,90.0,No,2,Blue Valley,Cash or Installment,2024,Finished,North Coast
Chalet,1300000,2,1,90.0,Yes,3,Blue Valley,Cash or Installment,2024,Finished,North Coast
Chalet,600000,3,2,105.0,No,1,Laserina Oyoun Mousa,Cash,2024,Finished,Ras Sedr
Chalet,9800000,3,3,182.0,No,1,Swan Lake Gouna,Cash or Installment,2024,Finished,Gouna
Chalet,5000000,3,3,317.0,Yes,1,Hacienda Bay,Cash,2024,Finished,North Coast
Chalet,2650000,2,2,105.0,No,2,Sea View,Cash or Installment,2024,Finished,North Coast
Chalet,8500000,2,2,146.0,No,11,North Edge Towers,Installment,2023,Finished,Alamein
Penthouse,2185206,2,1,110.0,No,2,Blue Blue,Cash or Installment,2024,Finished,Ain Sukhna
Chalet,3700000,3,2,180.0,No,1,Fouka Bay,Installment,2024,Finished,North Coast
Chalet,6800000,1,1,83.0,Yes,1,Marassi,Cash or Installment,2024,Finished,North Coast
Chalet,6900000,5,4,407.0,Yes,1,Hacienda Bay,Cash or Installment,2024,Finished,North Coast
Chalet,4500000,3,3,235.0,Yes,12,Hacienda Bay,Cash or Installment,2024,Finished,North Coast
Studio,5000000,1,1,74.0,Yes,4,Marassi,Cash,2024,Finished,North Coast
Chalet,1250000,1,1,50.0,Yes,1,Porto South Beach,Cash,2024,Finished,Ain Sukhna
Chalet,100000,1,1,90.0,Yes,1,Porto Sokhna,Cash,2024,Finished,Ain Sukhna
Duplex,2000000,4,4,320.0,Yes,2,Mena 4,Cash,2024,Finished,North Coast
Chalet,9000000,3,3,205.0,No,1,Swan Lake,Cash or Installment,2024,Finished,North Coast
Chalet,850000,2,2,95.0,Yes,2,Maraqia,Cash,2025,Finished,North Coast
Chalet,675000,3,2,135.0,No,1,Blue Blue,Cash or Installment,2024,Finished,Ain Sukhna
Chalet,2300000,4,3,190.0,No,1,Fouka Bay,Cash or Installment,2024,Finished,North Coast
Chalet,3000000,2,2,95.0,Yes,2,Mountain View North Coast,Cash,2024,Finished,North Coast
Studio,600000,1,1,60.0,Yes,1,Elite Ras Sedr,Cash,2024,Finished,Ras Sedr
Chalet,520000,3,1,120.0,Yes,5,Bianchi,Cash,2024,Finished,Haram
Duplex,5800000,4,4,264.0,Yes,1,Seashell,Cash,2024,Finished,North Coast
Duplex,5455000,3,4,194.0,No,1,Gaia,Cash or Installment,2024,Finished,North Coast
Chalet,6750000,3,3,150.0,No,1,La Vista Bay East,Cash or Installment,2025,Finished,North Coast
Town House,6288000,2,3,149.0,No,4,Palm Hills New Alamein,Cash or Installment,2024,Finished,North Coast
Chalet,4400000,4,3,165.0,Yes,1,Marina 6,Cash or Installment,2024,Finished,North Coast
Chalet,800000,2,2,146.0,No,11,Alamein Towers,Cash or Installment,2024,Finished,North Coast
Standalone Villa,5400000,4,4,650.0,No,1,Valencia,Cash,2024,Finished,North Coast
Chalet,4000000,5,3,150.0,Yes,1,Marina 4,Cash or Installment,2024,Finished,North Coast
Chalet,6250000,3,2,150.0,No,1,La Vista Ras El Hikma,Cash or Installment,2025,Finished,North Coast
Studio,600000,1,1,50.0,Yes,1,Bella Vista,Cash,2024,Finished,Ain Sukhna
Chalet,2300000,2,1,110.0,Yes,1,La Vista 5,Cash,2024,Finished,Ain Sukhna
Chalet,700000,1,1,50.0,Yes,1,Lasirena Sokhna,Cash,2024,Finished,Ain Sukhna
Chalet,1013000,3,2,150.0,No,1,La Vista Bay East,Cash or Installment,2025,Finished,North Coast
Chalet,2083000,3,2,110.0,No,1,La Vista Bay East,Cash or Installment,2025,Finished,North Coast
Chalet,2000000,3,2,115.0,Yes,1,Nice,Cash,2024,Finished,North Coast
Chalet,5950000,3,2,180.0,No,1,La Vista Topaz of Ain Sokhna,Cash or Installment,2025,Finished,Ain Sukhna
Chalet,3000000,2,2,100.0,No,1,D-Bay,Cash or Installment,2025,Finished,Zagazig
Chalet,300000,2,2,100.0,No,1,D-Bay,Cash or Installment,2025,Finished,Mohandessin
Chalet,300000,2,2,100.0,No,1,D-Bay,Cash or Installment,2025,Finished,North Coast
Chalet,1600000,3,2,170.0,Yes,1,Heliobeach,Cash,2024,Finished,North Coast
Twin house,4000000,3,3,180.0,Yes,2,Telal Sokhna,Cash,2024,Finished,Ain Sukhna
Studio,4500000,1,1,56.0,No,1,Hacienda Bay,Installment,2024,Finished,North Coast
Chalet,1650000,3,2,240.0,No,2,La Sirena Resort,Cash,2024,Finished,North Coast
Chalet,2255000,4,3,150.0,No,1,La Sirena Resort,Installment,2024,Finished,North Coast
Standalone Villa,14500000,6,5,491.0,No,1,Swan Lake,Cash,2024,Finished,North Coast
Chalet,5000000,2,2,117.0,No,12,North Edge Towers,Installment,2025,Finished,North Coast
Chalet,1000000,2,1,115.0,No,1,Blue Blue,Installment,2024,Finished,Ain Sukhna
Chalet,2500000,3,2,120.0,Yes,2,Marina 4,Cash or Installment,2024,Finished,North Coast
Town House,6322000,4,3,214.0,No,1,Mountain View North Coast,Cash or Installment,2025,Finished,North Coast
Chalet,4800000,3,2,140.0,Yes,1,Stella Sidi abd elrahman,Cash,2024,Finished,North Coast
Chalet,1200000,2,2,63.0,No,2,Porto Sokhna,Cash,2024,Finished,Ain Sukhna
Chalet,1588000,2,2,60.0,No,2,Zahra,Cash or Installment,2025,Finished,North Coast
Chalet,835000,2,1,75.0,Yes,1,Lasirena Sokhna,Cash or Installment,2024,Finished,Ain Sukhna
Chalet,800000,2,1,95.0,Yes,2,Amigo,Cash,2024,Finished,Ain Sukhna
Chalet,2850000,2,2,110.0,Yes,1,La Vista Topaz of Ain Sokhna,Cash,2024,Finished,Ain Sukhna
Chalet,950000,2,2,80.0,Yes,1,Golf Porto Marina,Cash,2024,Finished,Shorouk City
Penthouse,6200000,4,3,168.0,No,2,Bo Island North Coast,Cash or Installment,2024,Finished,North Coast
